area,latitude,longitude,node_id
CA,33.1365163430764,-117.070291975275,ASHLAN_2_N001
CA,33.13651634303072,-117.0701850327759,ASHLAN_2_N007
CA,36.7925845798817,-119.827489554307,ASHLAN_2_N008
CA,33.13642679258256,-117.070291975275,ASH_6_N001
CA,33.13651634303072,-117.0703989177741,ASH_6_N005
CA,33.13660589357027,-117.070291975275,ASH_6_N101
CA,35.4653092280067,-120.671582040026,ATASCDRO_6_N001
CA,37.35999579961915,-120.61464816046562,ATWATER_1_B2
CA,37.35999579961915,-120.61476181434838,ATWATER_1_N001
CA,35.895076,-119.510968,ATWELL_1_N001
CA,37.06806098595245,-119.49571919111202,AUBERRY_6_N001
CA,37.06806098595245,-119.49583213603998,AUBERRY_6_N003
CA,38.9033965712848,-121.069921082086,AUBURN_6_N001
CA,35.977778,-120.116944,AVENAL_6_GN001
CA,35.978055999987326,-120.1168886700662,AVENAL_6_GN002
CA,35.978055999987326,-120.11699932993379,AVENAL_6_GN003
CA,37.8422082992561,-121.05412223441,AVENA_1_N001
CA,33.384667093113784,-117.23692357574885,AVOCADO_6_N001
CA,33.384667093113784,-117.23703096115516,AVOCADO_6_N002
CA,34.789501,-118.431381,AVSOLAR_7_N008
CA,35.496111,-119.008889,BADGERCK_7_N001
CA,36.224444,-121.124722,BAFCOG12_7_B1
CA,36.33,-121.16,BAFOOD1_6_N001
CA,38.0808628715312,-122.137506388189,BAHIA_2_N001
CA,38.08086287147539,-122.13739165533156,BAHIA_2_N011
CA,38.080772560586816,-122.137506388189,BAHIA_2_N018
CA,34.77604,-118.77504,BAILYJ1_1_N010
CA,37.496937001161,-122.214157087898,BAIR_1_N001
CA,35.284771,-116.064256,BAKER_1_N001
CA,36.71984978713077,-119.7669368,BALCH1_7_B2
CA,37.9259603221501,-121.678546028049,BALFOUR_6_N001
CA,39.3880642327017,-121.402937360825,BANGOR_6_N001
CA,33.922289,-116.87283,BANNING_1_N001
CA,37.7528988148016,-121.35057531507995,BANTA_6_N001
CA,33.807265,-117.9844496,BARPKGEN_7_B1
CA,32.6671938775889,-116.700207795997,BARRETT_6_N001
CA,33.80918301670945,-117.9833296629365,BARRE_2_N043
CA,33.80900298319592,-117.98332966316445,BARRE_6_N001
CA,33.80900298319592,-117.98354633683554,BARRE_6_N002
CA,33.80918301670945,-117.9835463370635,BARRE_6_N003
CA,39.0693231634743,-121.690208485775,BARRY_6_N001
CA,36.76408458839917,-119.735934808299,BARTON_1_N001
CA,36.76400372373513,-119.73587652994767,BARTON_1_N007
CA,36.76400372373513,-119.73599308665032,BARTON_1_N008
CA,38.26328562832662,-122.26916616206508,BASALT_6_N002
CA,38.26328562832662,-122.26928101239893,BASALT_6_N101
CA,38.38582118546309,-121.77570659015079,BATAVIA_6_N001
CA,33.101173012890854,-117.250398800554,BATIQTOS_1_N001
CA,33.10109242496234,-117.25034325919802,BATIQTOS_1_N008
CA,33.10109242496234,-117.25045434190999,BATIQTOS_1_N015
CA,37.55162503012252,-122.29307785224715,BAYMDWS_1_N001
CA,37.55144419547843,-122.29307785252387,BAYMDWS_1_N004
CA,37.55144419547843,-122.29330594684413,BAYMDWS_1_N008
CA,37.55162503012252,-122.29330594712084,BAYMDWS_1_N012
CA,37.746036323618796,-122.40302360803403,BAYSHOR1_1_N001
CA,37.746036323618796,-122.40313797670396,BAYSHOR2_1_N001
CA,35.3601765947686,-120.811564365732,BAYWOOD_6_N001
CA,37.20211413832903,-119.240844,BCRK1-2_1_N003
CA,37.20203293082091,-119.24078513663534,BCRK1-2_1_N004
CA,37.12999999998655,-119.4999434485229,BCRK4_7_B1
CA,37.12999999998655,-119.5000565514771,BCRK4_7_B3
CA,32.56753879998893,-116.94238809352188,BDLRKSP1_7_B1
CA,32.56753879998893,-116.94249450647811,BDLRKSP2_7_B1
CA,38.198681999986036,-120.01524359323984,BEARDSLY_7_B1
CA,35.38,-119.0,BEARTAP_1_N001
CA,39.466564,-120.844348,BELDEN_7_B1
CA,38.94741946200678,-121.09112819013059,BELLPGE_1_N001
CA,38.94741946200678,-121.09124342555941,BELLPGE_1_N005
CA,38.37908357552963,-122.712021500147,BELLVUE_1_N001
CA,38.37900250512962,-122.7119617925921,BELLVUE_1_N003
CA,38.37900250512962,-122.71208120770189,BELLVUE_1_N005
CA,37.523319990139925,-122.264967139303,BELMONT_1_N001
CA,37.52323862187675,-122.26490790641564,BELMONT_1_N006
CA,37.52323862187675,-122.26502637219036,BELMONT_1_N008
CA,35.4557223183807,-119.631902781825,BELRIDGE_1_N001
CA,37.56501449613302,-122.31923747196657,BERESFRD_6_N001
CA,37.56501449613302,-122.31935154419142,BERESFRD_6_N002
CA,33.0215745098194,-117.096227724886,BERNARDO_6_N001
CA,33.02157450977395,-117.09612094477086,BERNARDO_6_N002
CA,33.0214849783846,-117.096227724886,BERNARDO_6_N009
CA,33.02157450977395,-117.09633450500114,BERNARDO_6_N013
CA,33.02166404125417,-117.09622772488599,BERNARDO_6_N014
CA,37.5864784827236,-120.125088278113,BERVLLY_6_N001
CA,37.1295445662999,-122.172132086961,BIGBASN_6_N001
CA,37.20203293082091,-119.24090286336467,BIGCRK1_7_N001
CA,40.1712147603921,-121.08512844593,BIGMDWS_6_N001
CA,39.3114611458424,-123.786522040415,BIGRIVR_6_N001
CA,36.7925247710492,-120.114115915761,BIOLA_6_N001
CA,36.755556,-120.365556,BIOPWR_7_N001
CA,37.937014413845226,-121.528388922572,BIXLER_6_N001
CA,35.38835257180933,-119.004462575498,BKRSFLD_2_N001
CA,35.388271623832296,-119.00440524886524,BKRSFLD_2_N004
CA,35.388271623832296,-119.00451990213075,BKRSFLD_2_N101
CA,33.8876684583333,-116.573690813889,BLAST_7_N005
CA,36.719768956420495,-119.76687857968322,BLCH38750_7_B1
CA,36.719768956420495,-119.76699502031678,BLCH38751_7_B1
CA,37.477265174678166,-122.16793306183459,BLLEHVN_6_N001
CA,37.47718689203485,-122.1678761103715,BLLEHVN_6_N002
CA,37.47710860947353,-122.1679330619539,BLLEHVN_6_N004
CA,37.47710860947353,-122.16804696488009,BLLEHVN_6_N006
CA,37.47718689203485,-122.1681039164625,BLLEHVN_6_N007
CA,37.477265174678166,-122.1680469649994,BLLEHVN_6_N009
CA,40.8801402427997,-123.980583562132,BLUELKE_6_N001
CA,38.575523,-121.497588,BLUSTNPP_6_N003
CA,33.614957,-114.682935,BLYTHESC_1_N005
CA,36.6533436025519,-121.629459561121,BNAVSTA_6_N001
CA,36.6533436024996,-121.62934768018374,BNAVSTA_6_N002
CA,37.7528988148016,-121.35068969356404,BNTACRB_6_N001
CA,40.5865523036486,-121.093959255386,BOGARD_6_N001
CA,39.0961311968924,-121.623771320682,BOGUE_1_N001
CA,39.0960505952059,-121.62371135933238,BOGUE_1_N201
CA,37.94111885134,-122.707331742369,BOLINAS_6_N001
CA,38.04,-121.98,BOLLMAN_1_N003
CA,35.36221325261522,-118.923677037942,BOLTHSE_1_N009
CA,36.9678633683021,-120.202659796236,BONITA_6_N001
CA,39.21431483149687,-120.80917700619118,BONNIEN_7_N001
CA,39.21431483149687,-120.80929256463682,BONNIEN_7_N002
CA,36.92232786850412,-119.984280404655,BORDEN_2_N007
CA,36.922246876566156,-119.98422191366352,BORDEN_2_N008
CA,36.922246876566156,-119.98433889564647,BORDEN_2_N009
CA,32.566334418351715,-116.944388645212,BORDER_6_N001
CA,32.56625370529036,-116.94433335168713,BORDER_6_N008
CA,36.6899831973509,-121.679239128688,BORONDA_6_N001
CA,33.28726,-116.348867,BORREGO_6_N009
CA,36.0851151437239,-119.552823384425,BOSWELL_6_N001
CA,36.6056511120056,-119.773311760869,BOWLES_6_N001
CA,40.47956766751986,-123.78034150526831,BRDGVLT_7_N001
CA,40.47956766751986,-123.78046025250168,BRDGVLT_7_N002
CA,34.1252267,-118.1522098,BRDWAYB3_7_B1
CA,37.919593858216906,-121.676423140601,BRENTWOD_2_N001
CA,37.91951250401142,-121.67636360027672,BRENTWOD_2_N006
CA,37.91951250401142,-121.67648268092528,BRENTWOD_2_N011
CA,37.3743357834583,-122.015574556333,BRITTN_1_N001
CA,37.37425447341772,-122.01551548359355,BRITTN_1_N005
CA,37.37425447341772,-122.01563362907245,BRITTN_1_N006
CA,38.57552299994369,-121.49747300547165,BRKRSLG_1_N005
CA,40.879444,-121.719722,BRNYFRST_7_B1
CA,35.7094765225586,-120.009675577813,BRRNDAA_6_N001
CA,35.6581832968104,-120.040362064598,BRRNDAC_6_N001
CA,39.23119724509925,-121.034945822373,BRUNSWCK_1_N003
CA,39.23111666655807,-121.03488576303157,BRUNSWCK_1_N008
CA,39.23111666655807,-121.03500588171443,BRUNSWCK_1_N101
CA,39.2262258022974,-121.422633752596,BRWNSVY_6_N001
CA,37.3362,-118.52021,BSPHYD26_7_N001
CA,37.273333,-118.573333,BSPHYD34_1_N001
CA,33.91,-116.57,BUCKWND_1_N001
CA,33.91417,-116.577685,BUCKWND_1_N101
CA,33.9247052,-116.5971888,BUCKWND_1_N201
CA,34.62526237973901,-120.1863122060033,BUELLTON_1_N001
CA,34.62526237973901,-120.1864221031267,BUELLTON_1_N003
CA,36.65325384467184,-121.62934768031415,BUENAVS1_7_B1
CA,36.65319037635102,-121.62942679201836,BUENAVS1_7_B3
CA,36.65317519810412,-121.62953706147428,BUENAVS1_7_B4
CA,36.65320628585341,-121.62964201731567,BUENAVS1_7_B5
CA,36.65327174791615,-121.62971856325346,BUENAVS1_7_B6
CA,36.653356576833346,-121.62975512817933,BUENAVS1_7_B7
CA,36.653446200611164,-121.62974901585466,BUENAVS2_7_B1
CA,36.6535283022555,-121.62970380138158,BUENAVS2_7_B3
CA,36.65359361712653,-121.62962706001477,BUENAVS2_7_B4
CA,36.653636111141466,-121.62952851139748,BUENAVS2_7_B5
CA,35.16,-119.37,BUENAVT_2_N006
CA,36.8243882791299,-119.769224200453,BULLARD_1_N001
CA,36.8243882790771,-119.76911188891903,BULLARD_1_N004
CA,36.82429837640645,-119.769224200453,BULLARD_1_N005
CA,36.8243882790771,-119.76933651198696,BULLARD_1_N006
CA,36.82447818185339,-119.769224200453,BULLARD_1_N009
CA,37.5896265023641,-122.363433591617,BURLNGME_1_N001
CA,39.71181326041132,-121.81325204076929,BUTTE_1_N010
CA,39.71181326041132,-121.81336863985271,BUTTE_1_N101
CA,40.13,-121.17,BUTTVLLY_7_B1
CA,32.714377475812796,-117.16944234750459,B_6_N001
CA,32.71419828406216,-117.16944234771852,B_6_N003
CA,32.71419828406216,-117.16965532213548,B_6_N005
CA,32.714377475812796,-117.16965532234941,B_6_N007
CA,32.738434,-115.994209,C493GEN_7_N003
CA,33.9290099,-116.7197259,CABAZON_7_B1
CA,32.70751722012005,-117.24492616215032,CABRILLO_1_N001
CA,32.707338021858554,-117.24492616236418,CABRILLO_6_N001
CA,32.707338021858554,-117.24513912814182,CABRILLO_6_N004
CA,32.70751722012005,-117.24513912835567,CABRILLO_6_N011
CA,36.71900212103412,-119.7655414323169,CALAVE_1_N001
CA,36.718822498746725,-119.76554143257889,CALAVE_1_N002
CA,36.718822498746725,-119.76576551807311,CALAVE_1_N004
CA,34.76999999998759,-118.20994497729575,CALCMENT_6_N101
CA,34.76999999998759,-118.21005502270425,CALCMENT_6_N151
CA,38.5926636900024,-122.57862047708,CALISTGA_6_N001
CA,35.04,-120.6,CALLENDR_1_N001
CA,39.1975377251196,-123.192134506266,CALPELLA_1_N001
CA,35.6001675994887,-121.115482329087,CAMBRIA_6_N001
CA,36.44625883771072,-119.79904241381064,CAMDEN_6_N001
CA,36.44625883771072,-119.79915382255736,CAMDEN_6_N002
CA,32.6532463947254,-116.488126195113,CAMERON_6_N001
CA,34.83,-114.99,CAMINO_2_N001
CA,36.468298117697266,-121.39017106593101,CAMPHORA_6_N001
CA,36.468298117697266,-121.39028252151499,CAMPHORA_6_N003
CA,37.06636943731088,-120.83542104001394,CANAL_6_N001
CA,37.06636943731088,-120.83553398059006,CANAL_6_N006
CA,36.428641,-120.338173,CANTGEN_7_N002
CA,39.7760829727388,-122.103829826877,CAPAY_6_N001
CA,33.5129476186047,-117.665544769297,CAPSTRNO_1_N001
CA,33.51286683573841,-117.66548883005949,CAPSTRNO_1_N006
CA,33.51286683573841,-117.66560070853451,CAPSTRNO_1_N016
CA,33.88,-116.46,CAPWIND_1_B1
CA,33.81886,-118.222474,CARBOGEN_7_B1
CA,37.692183923761235,-121.41818231435946,CARBONA_6_N003
CA,37.692183923761235,-121.41829660239054,CARBONA_6_N101
CA,40.541122546031374,-124.06382018450714,CARLOTTA_6_N001
CA,40.541122546031374,-124.06393908588686,CARLOTTA_6_N003
CA,32.85503777081706,-117.01185124767822,CARLTNHS_1_N001
CA,32.85485867889269,-117.0118512478934,CARLTNHS_1_N004
CA,32.85485867889269,-117.01206444049659,CARLTNHS_1_N011
CA,32.85503777081706,-117.01206444071177,CARLTNHS_1_N012
CA,35.3113318876821,-119.083574198359,CARNATIO_6_N001
CA,35.5410547956505,-119.805238422491,CARNERAS_6_N001
CA,37.552919372577804,-122.37633062876859,CAROLNDS_6_N001
CA,37.552919372577804,-122.37644467864541,CAROLNDS_6_N002
CA,38.0910376354226,-122.2484867557888,CARQUINZ_1_N001
CA,38.0910376354226,-122.24860149641519,CARQUINZ_1_N002
CA,35.3805085393159,-120.040252161444,CARRIZO_1_N001
CA,37.78999999998617,-122.24994278512781,CARTWRT_1_N001
CA,37.78999999998617,-122.25005721487219,CARTWRT_1_N010
CA,36.5315544286869,-119.88275764926,CARUTHRS_6_N001
CA,37.69127710778534,-122.06100326222594,CASTROVL_2_N001
CA,37.69127710778534,-122.06111754884407,CASTROVL_2_N003
CA,36.762783936741954,-121.73625407532046,CASTROVL_2_N006
CA,37.659003,-122.0632,CASTROVL_2_N009
CA,34.94,-118.35,CATALGEN_7_N001
CA,37.33647661843457,-121.87909588750779,CATALYST_7_N001
CA,37.33647661843457,-121.87920948846022,CATALYST_7_N002
CA,38.8088111148265,-121.516115411958,CATLETT_6_N001
CA,35.342221,-119.913255,CAVLSRGN_7_B1
CA,35.5709779715997,-119.11546348440258,CAWELOB_6_N001
CA,35.5709779715997,-119.11557386572142,CAWELOC_1_N001
CA,35.44865363801099,-120.87030613940435,CAYUCOS_6_N001
CA,35.44865363801099,-120.87041648092764,CAYUCOS_6_N006
CA,37.99874742404395,-121.783313868783,CCOS6_7_B1
CA,37.99866610194353,-121.78325428777639,CCOS7_7_B1
CA,37.99866610194353,-121.78337344978961,CCOSTA_2_N001
CA,38.03,-121.75,CCSUB_1_N001
CA,38.01999999998606,-121.75994265860079,CCSUB_2_N001
CA,38.01999999998606,-121.7600573413992,CCSUB_2_N010
CA,38.000648,-121.75077,CCSUB_6_N024
CA,40.79116930036573,-121.9378321081513,CEDRCRK_6_N001
CA,40.79116930036573,-121.9379515576787,CEDRCRK_6_N101
CA,33.928884073837764,-118.105463,CENTERS_6_N001
CA,33.9288029630683,-118.10540656089853,CENTERS_6_N004
CA,33.9288029630683,-118.10551943910147,CENTERS_6_N200
CA,37.059999999986665,-120.07994353791257,CERTTEED_1_N001
CA,37.059999999986665,-120.08005646208743,CERTTEED_1_N002
CA,35.097222,-119.429722,CHALKCLF_7_N001
CA,39.4854303983944,-121.220509253723,CHALLNGE_6_N001
CA,37.9552655003499,-121.33242059641377,CHANNEL_6_N001
CA,35.6080383220226,-119.325522813848,CHARKA_1_N001
CA,32.9600895309367,-117.08989329478639,CHCARITA_1_N001
CA,32.95991046897258,-117.08989329500262,CHCARITA_1_N004
CA,32.95991046897258,-117.09010670499737,CHCARITA_1_N008
CA,32.9600895309367,-117.0901067052136,CHCARITA_1_N012
CA,36.6328440293156,-120.531624700592,CHENY_1_N001
CA,38.0055126548148,-121.237768746776,CHEROKEE_6_N001
CA,40.3044054756496,-121.224282466836,CHESTER_6_N001
CA,37.93,-122.38,CHEVGEN1_7_B1
CA,37.95,-122.4,CHEVGEN2_7_B1
CA,33.903611,-118.414167,CHEVMAIN_6_N004
CA,39.718793026198476,-121.82096139203749,CHICOA_6_N001
CA,39.718793026198476,-121.82107800931051,CHICOA_6_N010
CA,39.725493542351025,-121.84718809425031,CHICOB_1_N001
CA,39.725493542351025,-121.84730472905768,CHICOB_1_N002
CA,33.99847009950113,-117.67892361167753,CHINO_6_N003
CA,33.99839199995209,-117.67886922345507,CHINO_6_N007
CA,33.998313900474905,-117.67892361177753,CHINO_6_N008
CA,33.998313900474905,-117.67903238822247,CHINO_6_N009
CA,34.05099999998795,-117.58994555280512,CHINO_6_N020
CA,39.267746334,-120.77613831,CHIPARK_7_B1
CA,36.87,-119.81,CHLDHOSP_1_N001
CA,32.744058265801506,-117.046316309044,CHOLLAS_6_N001
CA,32.743977641428344,-117.04626096636764,CHOLLAS_6_N008
CA,32.743977641428344,-117.04637165172036,CHOLLAS_6_N009
CA,37.12081381104181,-120.250611441955,CHOWCOGN_7_N001
CA,38.09,-120.3,CHSTN_1_N001
CA,36.5438953,-119.2046185,CHWCHLA2_7_N001
CA,37.120732661878556,-120.25055268411212,CHWCHLLA_1_N001
CA,37.120732661878556,-120.25067019979787,CHWCHLLA_1_N002
CA,36.90295849563899,-121.75573119569188,CICCOGN_7_N001
CA,36.90295849563899,-121.75584371129811,CICCOGN_7_N002
CA,35.2691,-115.49292,CIMA_2_N101
CA,33.99839199995209,-117.67908677654493,CIMGEN_7_B1
CA,39.143002325672896,-123.19181793508665,CITYUKH_1_B1
CA,39.14282323596244,-123.19181793538037,CITYUKH_1_N001
CA,32.82603233644085,-117.1839889934403,CLAIRMNT_6_N001
CA,32.82585322937493,-117.1839889936552,CLAIRMNT_6_N008
CA,37.8078257710832,-121.276141944461,CLAMMNA_1_N001
CA,39.65464505332759,-121.635292423061,CLARKRD_7_N001
CA,39.654564361268804,-121.63523191232142,CLARKRD_7_N002
CA,39.654564361268804,-121.63535293380058,CLARKRD_7_N003
CA,32.82585322937493,-117.18420213462679,CLARMNT_1_N001
CA,32.82603233644085,-117.1842021348417,CLARMNT_1_N028
CA,38.34245536278057,-120.93484144076552,CLAYTN_1_N001
CA,37.9438250268855,-121.969415111646,CLAYTN_1_N004
CA,38.34227514190429,-120.93484144105136,CLAYTN_1_N029
CA,38.34227514190429,-120.93507122116465,CLAYTN_1_N030
CA,38.34245536278057,-120.93507122145047,CLAY_6_N001
CA,33.889805,-117.58836,CLEARGEN_6_N004
CA,39.00795474081407,-122.89377914442679,CLERLKE_6_N001
CA,39.00795474081407,-122.8938944395212,CLERLKE_6_N012
CA,39.3318735463956,-121.10136828481,CLMBAHL_6_N001
CA,36.82604400412387,-119.681280717742,CLOVIS_1_N001
CA,36.82596309037225,-119.6812223568283,CLOVIS_1_N004
CA,36.82596309037225,-119.6813390786557,CLOVIS_1_N101
CA,38.7957574738758,-123.011412463454,CLOVRDLE_1_N001
CA,38.655595659885826,-121.06005971031296,CLRKSVLE_1_N001
CA,38.655415997317036,-121.0600597106015,CLRKSVLE_1_N003
CA,38.655415997317036,-121.06028977684251,CLRKSVLE_1_N004
CA,38.655595659885826,-121.06028977713103,CLRKSVLE_1_N010
CA,39.1908567890294,-121.990505642546,CLSAJCT_6_N001
CA,37.04163581500044,-122.02530979954985,CMPEVRS_1_N001
CA,37.04163581500044,-122.02542267631615,CMPEVRS_1_N002
CA,37.979660453097615,-121.31639869499234,CNTRYCB_6_N001
CA,37.979479718323056,-121.31639869527469,CNTRYCB_6_N002
CA,37.979479718323056,-121.31662798685132,CNTRYCB_6_N004
CA,37.979660453097615,-121.31662798713366,CNTRYCB_6_N006
CA,37.943611,-121.330278,COGNTNL_7_B1
CA,39.33116799998566,-121.19201112395356,COLGATE1_7_B1
CA,39.33116799998566,-121.19212687604643,COLGATE2_7_B1
CA,38.14,-120.4,COLLRVL1_7_B1
CA,38.15,-120.39,COLLRVL2_7_B1
CA,36.13607759809568,-120.34449983254,COLNGA1_6_N001
CA,36.13599702073119,-120.34444222948298,COLNGA1_6_N002
CA,36.2365770361768,-120.315113969948,COLNGA2_6_N001
CA,36.13599702073119,-120.34455743559703,COLNGAGN_7_B1
CA,38.1901320978696,-121.181632066233,COLONY_6_N001
CA,35.39847380859518,-118.939682058236,COLUMBUS_1_N001
CA,35.398392868833156,-118.93962473022641,COLUMBUS_1_N003
CA,35.398392868833156,-118.93973938624558,COLUMBUS_1_N005
CA,39.21361111322985,-122.00296022252834,COLUSA_6_N001
CA,39.21361111322985,-122.00307577990766,COLUSA_6_N004
CA,34.86012489309556,-116.85312978164612,COLWATER_1_N001
CA,34.86012489309556,-116.85324421835388,COLWATER_1_N002
CA,33.785845,-116.342689,CONCHO_1_N002
CA,36.29,-119.71,CONTADNA_1_N001
CA,37.342839,-118.471988,CONTROLX_1_N001
CA,37.342838999945684,-118.47187438463926,CONTROLX_1_N002
CA,37.342760774939634,-118.4719311923788,CONTROLX_1_N003
CA,37.342760774939634,-118.47204480762119,CONTROLX_1_N004
CA,37.342838999945684,-118.47210161536073,CONTROLX_1_N005
CA,37.64595426063257,-118.915805,CONTROLX_1_N008
CA,37.64587286966881,-118.91574565290023,CONTROLX_1_N009
CA,37.64587286966881,-118.91586434709977,CONTROLX_1_N010
CA,37.34291722503321,-118.47204480773954,CONTROL_1_N034
CA,37.34291722503321,-118.47193119226046,CONTROL_7_N001
CA,35.0935934446544,-119.278466441106,COPUS_6_N001
CA,36.109576588696484,-119.55797976559182,CORCORAN_1_N001
CA,36.109576588696484,-119.55809058575217,CORCORAN_1_N005
CA,38.2160656542342,-122.112082401583,CORDELIA_6_N001
CA,38.575433098781254,-121.497588,CORDPMP_6_N003
CA,39.932035005437825,-122.187384680764,CORNING_6_N004
CA,39.93195412007356,-122.18732377996392,CORNING_6_N006
CA,39.93195412007356,-122.18744558156408,CORNING_6_N102
CA,32.69882327995807,-117.173248723742,CORONADO_6_N001
CA,32.69874263693737,-117.17319339633853,CORONADO_6_N002
CA,32.69874263693737,-117.17330405114546,CORONA_1_N001
CA,38.101497889115386,-120.92635418680938,CORRAL_6_N001
CA,38.101497889115386,-120.92646893525263,CORRAL_6_N003
CA,37.227515049601585,-119.69108446678327,CORSGOLD_1_N001
CA,37.227515049601585,-119.69119781155673,CORSGOLD_1_N003
CA,39.1214067970117,-122.224175948274,CORTINA_1_N106
CA,38.30970441029187,-122.73153141572499,COTATI_6_N101
CA,38.30970441029187,-122.73164629003502,COTATI_6_N102
CA,37.77267610171652,-120.825544965735,COTTLEA_2_N001
CA,37.77259471284927,-120.82548551859757,COTTLE_7_N001
CA,37.77259471284927,-120.82560441287242,COTTLE_7_N002
CA,34.38040399998781,-116.87675022716886,COTWDPGE_1_N001
CA,34.38040399998781,-116.87685977283114,COTWDPGE_1_N024
CA,39.78628269771708,-123.24850456486344,COVELO6_6_N001
CA,39.78628269771708,-123.24862136180455,COVERD_7_B1
CA,32.56625370529036,-116.94444393873685,CPBORDER_7_B1
CA,37.9125,-121.260833,CPCSTCN_7_B1
CA,32.79546233848188,-116.97228727704037,CPELCAJN_7_B1
CA,33.1255245652031,-117.116856611111,CPESCNDO_7_A1
CA,33.12552456515748,-117.11674968538229,CPESCNDO_7_B1
CA,37.25999999998651,-121.63994328855216,CPLECEF_1_N001
CA,37.25999999998651,-121.64005671144784,CPLECEF_1_N005
CA,40.069999999985214,-121.14994119857617,CRBU38812_7_B1
CA,40.069999999985214,-121.15005880142382,CRBU38812_7_B3
CA,40.13847381801224,-122.208546967299,CRCANAL_6_N001
CA,38.056667,-122.219444,CRCKTCOG_7_N001
